objectid,audience,alternateIdentifier,provenance,dateAccepted,extent,type,medium,date,subject/geographic,originInfo/place,culture,description,display_template,object_location,title,format
8166,Ethnology & Material Culture,Accession Number: 278,Purchase,04/20/1926,2,Ethnographic; Spear,Wood,,Asia-Southeast Asia-Philippines--,,,"1 fighting spear and scabbard.  

A. wood, metal. Long wooden shaft. A section of the shaft near the point is covered over with metal that has two decorative bands. A second, smaller section of metal goes around the shaft at the very end, perhaps serving as a ferrule to strenghten the connection between shaft and blade. The blade, point has a shaft base that widens in to the blade prop? The blade tapers to a point, is sharp on both sides and has a raised midline.  


B. sheath. Wood, rattan. Sheath made of 2 identical carved halves that come together to form a complete item. Sharpened like the blade of A. with one end open. The other is closed and rounded off. 3 strips of interwoven rattan hold the 2 parts of wood together near the open end. Lightweight wood. Measures 42 by 7 by 4.; ",,,8166,
8170,Ethnology & Material Culture,Accession Number: 278,Purchase,04/20/1926,1,Ethnographic; Shield,Wood; Hair/Fur; Rattan,,Asia-Southeast Asia-Philippines--,,,"Shield shaped in a long, narrow hexagon with the short edges slightly concave. Both sides are painted with black, white and red patterns.   


Most of the front is covered in sections of black hair (uncertain if animal or human). On both sides there are three cross-pieces made of rattan near each end. There is a carved wooden handle on the back; ",,,8170,
8171,Ethnology & Material Culture,Accession Number: 278,Purchase,04/20/1926,1,Ethnographic; Shield,Wood; Hair/Fur; Rattan,,Asia-Southeast Asia-Philippines--,,,"1 large shield with hair.  Similar to 8170. 


Shield shaped in long, narrow hexagon with the short edges slightly concave.  Both sides are painted with black, red, and white abstract designs.  Most of the front is covered  in sections of black hair (uncertain if animal or human).  Near the ends of the long side of the hexagon, there are 2 cross pieces made of rattan -- both ends, both sides  the back also has a carved wooden handle.; ",,,8171,
8172,Ethnology & Material Culture,Accession Number: 278,Purchase,04/20/1926,1,Ethnographic; Shield,Wood; Hair/Fur; Rattan; Fiber,,Asia-Southeast Asia-Philippines--,,Filipino,"Shield shaped in a long, narrow hexagon with the short edges slightly concave. Both sides are painted with black, white and red patterns. The black patterns are floral/ abstract. The front has fanged faces and possibly other patterns obscured by hair. 

Most of the front is covered in sections of black hair (uncertain if animal or human). Near the ends of the long sides of the hexagon, there are cross-pieces made of rattan- both ends, both sides. 

The back also has a carved wooden handle. There is also a section of fiber cord attached to the rattan on one end of the back.; ",,,8172,
8173,Ethnology & Material Culture,Accession Number: 278,Purchase,04/20/1926,1,Ethnographic; Shield,Wood,,Asia-Southeast Asia-Philippines-Lanao del Sur-,Taraca District,Filipino,"A tag with the item reads: ""Shield, captured at the down fall of the sultan of Taraca District, April 10, 1904"" 


Small wooden shield, in a general rectangular shape, but with scalloped and rounded edges.  There is also a raised circular area in the center.  The shield has carved out designs along the edges and down the middle have been pained black in the area left uncarved and white in the carved out areas, creating depth and contrast.  Along the side edges, small tufts of yellow cotton are attached, forming fringe.  The backside has a carved wooden handle.  There is also one partial crosspice on the back -- the other part and a second crosspiece are missing.  There is also a small wooden protrusion along the bottom edge.; ",,,8173,
8174,Ethnology & Material Culture,Accession Number: 278,Purchase,04/20/1926,1,Ethnographic; Shield,Wood; Metal; Cotton,,Asia-Southeast Asia-Philippines--,,Filipino,"Small wooden shield in a general rectangular shape but with scalloped and rounded edges. There is also a raised circular area in the center. The shield has carved out geometric and abstract designs along the edges and down the middle that have been painted black in all the areas left uncarved and white in the carved out areas, creating depth and contrast. Along the side and bottom edges and in the middle of the raised circle, small tufts of red and yellow cotton string are attached, forming a fringe. The back has a carved wooden handle and one wooden cross-piece attached with metal nails. 

There is one loose cross-piece on the front and one missing front cross-piece.; ",,,8174,
8175,Ethnology & Material Culture,Accession Number: 278,Purchase,04/20/1926,1,Ethnographic; Shield,Wood; Cotton,,Asia-Southeast Asia-Philippines--,,Filipino,"Small wooden shield in a general rectangular shape but with scalloped and rounded edges.  There is also a raised circular area in the center.  The shield has carved out designs along the edges and down the middle that have been painted black in the areas left uncarved and white in the carved out areas, creating depth and contrast.  Along the side edges, small tufts of yellow and red cotton thread are attached, forming fringe.  The backside has a carved wooden handle.  There is also one partial crosspiece on the back -- the other part and a second crosspiece are missing.  There is also a small wood protrusion along the bottom edge.; a tag is attached to the item, but broken so no extra information can be gathered.",,,8175,
8176,Ethnology & Material Culture,Accession Number: 278,Purchase,04/20/1926,1,Ethnographic; Shield,Wood; Metal; Cotton,,Asia-Southeast Asia-Philippines-Lanao del Sur-,Malabang,Filipino,"Small wooden shield in a general rectangular shape but with scalloped and rounded edges. There is also a raised circular area in the center. The shield has carved out geometric and abstract designs along the edges and down the middle that have been painted black in all the areas left uncarved and white in the carved out areas, creating depth and contrast. Along the side and bottom edges and in the middle of the raised circle, small tufts of red and yellow cotton string are attached, forming a fringe. The back has a carved wooden handle and one wooden cross-piece attached with metal nails.; ",,,8176,
8178,Ethnology & Material Culture,Accession Number: 278,Purchase,04/20/1926,2,Ethnographic; Spear,Bamboo,,Asia-Southeast Asia-Philippines--,,,"1 fighting spear. Used by small boy in fighting. Captured near Camp Vicars. April 4, 1904.  

A. spear. Bamboo, metal, rattan. 

Spear shaft made with long bamboo or other segmented wood. The upper section of the shaft is wrapped  with woven rattan. Attached to that end is a small metal head with a thicker base and a elongated triangluar shaped black that tapers to a point. Metal has been coated with something that makes it glossy. 


B. Sheath. Wood, rattan.  

Sheath for A, fits over blade of A but is a bit longer. Made of 2 pieces of light weight wood cut so they form identical halves thatmake a sheath when fitted together. Held together by 4 bands of worn rattan to small wooden something.  Measures 33 X 6 X 4.; ",,,8178,
8179,Ethnology & Material Culture,Accession Number: 278,Purchase,04/20/1926,1,Ethnographic; Spear,Wood; Rattan; Metal; Unknown; Fiber,,Asia-Southeast Asia-Philippines-Cotabato-,Cottohatto,Moro,"1 hunting spear. 


Spear with a thick wooden (bamboo?) two part shaft, wooden foresahft, and metal point.  The shaft is made of two pieces of wood, joined together by braided fiber rope and an unknown adhesive.  This rope extends, becomes a thick braid, winds around the shaft multiple times, and eventually secures the haft point between the metal point and the foreshaft, serving as lashing.  The end of the shaft into which the foreshaft inserts is wrapped with two strips of woven rattan.  The foreshaft tapers to a point at the proximal end which inserts into the shaft -- the two parts detach.  As mentioned, the join between the foreshaft and point is lashed with thick fiber robe.  The point has a four sided shaft/tang that becomes a large, triangular head with extending barbs at the base.; card indicates that the handle was cut off on account of packing, but it appears to be intact.",,,8179,
8180,Ethnology & Material Culture,Accession Number: 278,Purchase,04/20/1926,1,Ethnographic; Spear,Bamboo; Wood; Metal; Fiber,,Asia-Southeast Asia-Philippines--,,,"One hunting spear, captured from the wild mountain tribes near Gata Island on or about December 14, 1904. 


One spear with long bamboo (or other wood that grows in segments) shaft.  Shaft is slightly bent at bottom end; has hollow opening at point end.  The point and shaft are attached with several lengths of twisted fiber cord and braided fiber cord that is lashed on with more fiber.  At the point, this lashing also serves to connect the tang of the metal point to an oblong wood foreshaft which inserts into the opening of the bamboo shaft.  The point is triangular with a long sharp tip and with two barbs extending down and out from the base.  The metal has been coated with some substance that makes it glossy.; ",,,8180,
8191,Ethnology & Material Culture,Accession Number: 784,Purchase,12/07/28,1,Ethnographic; Bow,Wood,,Asia-Southeast Asia-Philippines--,Luzon;,Filipino,"One bow made from a single piece of wood.  The bow is curved and tapers at the ends, which are carved down slightly, probably to allow a bowstring to attach.; ",,,8191,
8192,Ethnology & Material Culture,Accession Number: 784,Purchase,12/07/28,1,Ethnographic; Shield,Wood; Rattan; Metal,,Asia-Southeast Asia-Philippines--,,"Filipino, Igorotes","One wooden shield with a rectangular body. From one of the short ends of the rectangle, two legs extend from opposite sides of the shield. From the other short end, 3 legs extend, one on each side and one from the middle.  

A raised hump in the front center of the shield is carved out on to the backside, forming a handle. 

The front is decorated with small circles and rounded rectangular panels of metal (probably brass). The hump has an oval medallion of the same metal, carved with abstract patterns and almost forming a shield boss. One of the ends of the legs has a small metal cap and the other 4 legs are carved to accommodate similar caps, now missing. 

One strip of braided rattan runs across the shield (across the shorter distance) near each end- before the legs extend.; ",,,8192,
8193,Ethnology & Material Culture,Accession Number: 37,Unknown,,1,Ethnographic; Axe,Metal; Brass; Wood,,Asia-Southeast Asia-Philippines--,,,One Igorrotes head axe with a metal blade and a wooden handle accented with brass.; ,,,8193,
8194,Ethnology & Material Culture,Accession Number: 784,Purchase,12/07/28,1,Ethnographic; Spear,Bamboo; Metal; Fiber,,Asia-Southeast Asia-Philippines--,Luzon;,Filipino,"One short spear or arrow. 

Long bamboo shaft. Very end (proximal) has a carved groove forming a nock. A section of the shaft at the proximal end is wrapped with twisted fiber string. At the distal end, a section of the shaft is also wrapped with this fiber string, right before the point inserts into the shaft. The point has a long tang, eventually forming into a point with two flaring barbs at the base. The point is triangular, tapering to a sharp point.; ",,,8194,
8196,Ethnology & Material Culture,Accession Number: 784,Purchase,12/07/28,1,Ethnographic; Sword,Metal; Wood,,Asia-Southeast Asia-Philippines--,,,"One sword, serpentine, with a wavy metal blade and a wooden handle.; ",,,8196,
8199,Ethnology & Material Culture,Accession Number: 784,Purchase,12/07/28,1,Ethnographic; Sword,Metal; Wood,,Asia-Southeast Asia-Philippines--,,,"One sword or saber (1898), with a metal blade and a wooden handle.; ",,,8199,
8201,Ethnology & Material Culture,Accession Number: 784,Purchase,12/07/28,1,Ethnographic; Bow,Wood,,Asia-Southeast Asia-Philippines--,Luzon;,,"One long bow made from a single piece of wood.  The bow is curved and tapers at the ends.  There is a tiny groove carved around the bow near each end, probably to allow a bowstring to attach.  No bowstring present.; ",,,8201,
8280,Ethnology & Material Culture,Accession Number: 1,UMMAA Expedition,1872,1,Ethnographic; Spoon,Wood; Shell,,Asia-Southeast Asia-Philippines-Ifugao-,Hapao,,"Wooden spoon with handle carved in the shape of an animal with shell inlays; Geographical location listed as ""Province de Princepe Souyou""",image,/objects/8280_1.jpg,8280,image/jpg
8289,Ethnology & Material Culture,Accession Number: 347,Donation,11/26/1926,1,Ethnographic; Box,Bamboo,,Asia-Southeast Asia-Philippines-Davao del Sur-,"Near Mount Apo, Mindanao; Manobos",,A finely carved bamboo container that is tubular in shape and can be used as a tobacco pouch.; ,,,8289,
8301,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Sword,Metal; Wood,,Asia-Southeast Asia-Philippines-Cotabato-,,Moro,"Two-handed sword, or Kampilan, V-type handle.  Grip was painted silver by original collector.; ",,,8301,
8302,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Sword,Metal; Wood; Cotton,,Asia-Southeast Asia-Philippines-Cotabato-,,Moro,"One Kampilan sword.  V-type handle, guard missing.  Painted silver by original collector, cotton string wrapped around grip.; ",,,8302,
8303,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Sword,Metal; Hair/Fur; Wood; Wicker,,Asia-Southeast Asia-Philippines-Cotabato-,,Moro,"One Kampilan, V-type handle, with cross-piece and guard missing.  Decorated with red fur tufts.; ",,,8303,
8304,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Sword,Metal; Wood,,Asia-Southeast Asia-Philippines-Cotabato-,,Moro,"One two-handed sword, or Kampilan, with a V-type wooden handle.; ",,,8304,
8305,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Sword,Metal; Wood; Wicker,,Asia-Southeast Asia-Philippines-Cotabato-,,Moro,"One two-handed sword, or Kampilan, with a wooden V-type handle.; ",,,8305,
8306,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Sword,Metal; Wood; Wicker,,Asia-Southeast Asia-Philippines-Cotabato-,,Moro,"One two-handed word, or Kampilan, V-type handle made of wood.  Guard is missing.; ",,,8306,
8307,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Sword,Metal; Wood; Wicker,,Asia-Southeast Asia-Philippines-Cotabato-,,Moro,One Kampilan sword.; ,,,8307,
8308,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Kris,Wood; Silver; Wicker,,Asia-Southeast Asia-Philippines-Cotabato-,,Moro,"One two-handed sword, or Kampilan, not a V-type handle (fragile).; ",,,8308,
8310,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Kris,Metal; Wood; Wicker,,Asia-Southeast Asia-Philippines-Cotabato-,,,"One straight kris, or Sundang, with a metal blade and a wooden handle.; ",,,8310,
8311,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Kris,Metal; Wood; Wicker,,Asia-Southeast Asia-Philippines-Cotabato-,,,"One straight kris, with a metal blade and a wooden and wicker handle.; ",,,8311,
8312,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Kris,Metal; Wood; Wicker,,Asia-Southeast Asia-Philippines-Cotabato-,,,"One straight kris, or Sundang, with a metal blade and a wooden handle.; ",,,8312,
8313,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Kris,Metal; Wood; Wicker,,Asia-Southeast Asia-Philippines-Cotabato-,,,"Wavy Kris (""Sundang"") with wooden handle.; ",,,8313,
8314,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Kris,Metal; Botanical; Wood,,Asia-Southeast Asia-Philippines-Cotabato-,,,Wavy kris (Sundang) with a braid of botanical material wound around the grip.; ,,,8314,
8315,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Knife,Metal; Wood,,Asia-Southeast Asia-Philippines-Cotabato-,,,One wide bladed knife (Siping) with a metal blade hafted in a wooden handle.; ,,,8315,
8316,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Knife,Metal; Wood,,Asia-Southeast Asia-Philippines-Cotabato-,,,One wide bladed knife (Siping) with a metal blade hafted in a wooden handle.; ,,,8316,
8317,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Knife,Metal; Wood; Wicker,,Asia-Southeast Asia-Philippines-Cotabato-,,,"One square-ended working knife, or Panabas, with a metal blade and a long wooden handle.; On back of card: ""This specimen is actually a Panabas. 'Panabas, a kind of Moro jungle knife said to be used for executions. It has a long, straight hilt without any guard. The blade is widest near the point and bends sharply backward close to the handle. Fig 609' Stone, G.C. A Glossary..of Arms & Armor, Southworth Press, 1934, p. 480.",,,8317,
